provinceid,citycode,timepoint,timepointstr,area,positionname,stationcode,co,co_24h,latitude,longitude,measure,no2,no2_24h,o3,o3_24h,o3_8h,o3_8h_24h,pm10,pm10_24h,pm2_5,pm2_5_24h,so2,so2_24h,aqi,colevel,no2level,o3level,o3_8hlevel,pm10level,pm2_5level,so2level,primarypollutant,quality,unheathful,orderid,ispublish,no,no_24h,nox,nox_24h
15,371400,2024-05-11T1800,2024年05月11日 18时,德州市,太阳城中学,3372A,0.3,0.4,37.4094,116.3572,极少数异常敏感人群应减少户外活动,8,11,138,—,120,120,92,279,19,52,6,6,71,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,371400,2024-05-11T1800,2024年05月11日 18时,德州市,陵城艺术中心,3511A,0.4,0.5,37.3319,116.5652,—,9,14,126,—,113,113,—,304,—,53,4,5,—,1,1,1,2,0,0,1,—,—,—,1,False,—,—,—,—
25,533421,2024-05-11T1800,2024年05月11日 18时,迪庆藏族自治州,迪庆州站,2621A,0.5,0.4,27.8317,99.7056,各类人群可正常活动,10,10,140,—,149,149,19,22,11,14,7,8,44,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
25,533421,2024-05-11T1800,2024年05月11日 18时,迪庆藏族自治州,质量技术监督局,3180A,0.6,0.5,27.8094,99.7136,各类人群可正常活动,12,10,132,—,146,146,22,21,6,7,7,7,42,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
28,621100,2024-05-11T1800,2024年05月11日 18时,定西市,东关小学,2663A,0.2,0.2,35.5734,104.6241,极少数异常敏感人群应减少户外活动,4,13,138,—,130,130,53,60,21,22,3,3,52,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
28,621100,2024-05-11T1800,2024年05月11日 18时,定西市,供电公司,2664A,0.2,0.2,35.5934,104.6194,极少数异常敏感人群应减少户外活动,1,17,130,—,125,125,66,52,16,25,4,5,58,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
19,441900,2024-05-11T1800,2024年05月11日 18时,东莞市,莞城梨川,1389A,0.6,0.7,23.0494,113.7547,各类人群可正常活动,12,17,81,—,143,142,43,38,21,16,8,8,43,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,441900,2024-05-11T1800,2024年05月11日 18时,东莞市,东城石井,1390A,0.7,0.7,23.0128,113.7944,各类人群可正常活动,9,17,92,—,146,145,27,34,13,15,6,7,29,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,441900,2024-05-11T1800,2024年05月11日 18时,东莞市,南城西平,1391A,0.7,0.7,22.9658,113.7383,各类人群可正常活动,7,21,80,—,130,128,33,37,14,15,4,5,33,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,441900,2024-05-11T1800,2024年05月11日 18时,东莞市,万江金泰,3319A,0.6,0.6,23.0381,113.7338,各类人群可正常活动,11,15,73,—,135,134,31,36,13,15,8,7,31,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,441900,2024-05-11T1800,2024年05月11日 18时,东莞市,南城元岭,3626A,0.6,0.7,23.0202,113.7533,各类人群可正常活动,6,15,79,—,142,140,33,39,12,15,8,8,33,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,441900,2024-05-11T1800,2024年05月11日 18时,东莞市,东城主山,3627A,0.6,0.6,23.0457,113.7875,各类人群可正常活动,6,15,86,—,150,148,28,35,12,15,7,8,28,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
15,370500,2024-05-11T1800,2024年05月11日 18时,东营市,市环保局,1666A,0.1,0.1,37.4309,118.6614,极少数异常敏感人群应减少户外活动,14,13,145,—,120,120,83,382,27,98,7,8,67,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,370500,2024-05-11T1800,2024年05月11日 18时,东营市,开发区管委会,3036A,0.3,0.3,37.4338,118.6904,极少数异常敏感人群应减少户外活动,9,11,144,—,118,118,110,413,17,86,3,5,80,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,370500,2024-05-11T1800,2024年05月11日 18时,东营市,垦利区民丰路,3365A,0.3,0.4,37.565,118.5719,极少数异常敏感人群应减少户外活动,12,15,135,—,112,112,73,391,41,102,9,10,62,1,1,1,2,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,370500,2024-05-11T1800,2024年05月11日 18时,东营市,河口城区,3498A,0.1,0.2,37.8612,118.5055,极少数异常敏感人群应减少户外活动,8,9,130,—,117,117,80,413,10,94,4,5,65,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,370500,2024-05-11T1800,2024年05月11日 18时,东营市,胜利站,3646A,0.2,0.4,37.4623,118.4978,极少数异常敏感人群应减少户外活动,10,14,147,—,116,116,103,364,12,88,9,13,77,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
15,370500,2024-05-11T1800,2024年05月11日 18时,东营市,理想之城,3734A,0.5,0.6,37.26,118.35,—,—,12,144,—,121,121,85,381,29,130,9,12,—,1,0,1,2,2,1,1,—,—,—,1,False,—,—,—,—
5,150600,2024-05-11T1800,2024年05月11日 18时,鄂尔多斯市,综合楼,1591A,0.4,0.4,39.8129,110.0023,极少数异常敏感人群应减少户外活动,12,15,121,—,114,114,53,171,9,36,2,3,52,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
5,150600,2024-05-11T1800,2024年05月11日 18时,鄂尔多斯市,巴音孟克林场办事处,1592A,0.5,0.5,39.8261,109.9486,—,8,13,117,—,110,110,—,156,14,32,7,6,—,1,1,1,2,0,1,1,—,—,—,1,False,—,—,—,—
5,150600,2024-05-11T1800,2024年05月11日 18时,鄂尔多斯市,康泽苑,1593A,0.3,0.3,39.5986,109.7736,极少数异常敏感人群应减少户外活动,6,8,122,—,118,118,73,151,24,43,4,4,62,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
5,150600,2024-05-11T1800,2024年05月11日 18时,鄂尔多斯市,华泰汽车城,1594A,0.3,0.3,39.5989,109.8119,极少数异常敏感人群应减少户外活动,7,9,114,—,112,112,85,154,29,44,4,4,68,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
5,150600,2024-05-11T1800,2024年05月11日 18时,鄂尔多斯市,奥林花园,1595A,0.5,0.4,39.7884,109.9734,极少数异常敏感人群应减少户外活动,11,19,117,—,111,111,58,148,12,38,6,6,54,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420700,2024-05-11T1800,2024年05月11日 18时,鄂州市,市政府,2436A,0.7,1,30.3994,114.8938,极少数异常敏感人群应减少户外活动,10,17,65,—,71,64,59,66,24,37,7,10,55,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,420700,2024-05-11T1800,2024年05月11日 18时,鄂州市,赵家坝,2437A,0.5,0.8,30.3714,114.8989,各类人群可正常活动,5,12,71,—,69,69,44,61,28,40,7,9,44,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
17,420700,2024-05-11T1800,2024年05月11日 18时,鄂州市,精准医疗中心,3654A,0.5,1,30.4089,114.8094,极少数异常敏感人群应减少户外活动,2,18,72,—,71,71,62,64,23,35,4,9,56,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,422800,2024-05-11T1800,2024年05月11日 18时,恩施土家族苗族自治州,湖北民院,2454A,0.5,0.7,30.2981,109.4978,各类人群可正常活动,10,17,108,—,95,95,49,33,16,15,8,8,49,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
17,422800,2024-05-11T1800,2024年05月11日 18时,恩施土家族苗族自治州,州电力总公司,2455A,0.5,0.6,30.2798,109.4707,极少数异常敏感人群应减少户外活动,14,19,102,—,92,92,54,30,18,21,8,8,52,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
17,422800,2024-05-11T1800,2024年05月11日 18时,恩施土家族苗族自治州,龙凤新区,3549A,0.5,0.6,30.3772,109.5061,各类人群可正常活动,11,10,105,—,91,91,40,22,13,14,6,7,40,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450600,2024-05-11T1800,2024年05月11日 18时,防城港市,沙万,2499A,0.7,0.8,21.6158,108.3411,各类人群可正常活动,13,22,57,—,74,73,35,38,17,17,6,7,35,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450600,2024-05-11T1800,2024年05月11日 18时,防城港市,防城档案局,2500A,0.5,0.6,21.7731,108.3514,各类人群可正常活动,8,11,59,—,70,70,28,33,19,19,4,7,28,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
20,450600,2024-05-11T1800,2024年05月11日 18时,防城港市,大海花园,2501A,0.5,0.6,21.6414,108.3506,各类人群可正常活动,12,17,51,—,71,69,25,34,15,17,5,6,25,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,440600,2024-05-11T1800,2024年05月11日 18时,佛山市,湾梁,1371A,0.2,0.3,23.0067,113.1294,极少数异常敏感人群应减少户外活动,14,24,125,—,136,136,51,41,18,15,8,9,51,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
19,440600,2024-05-11T1800,2024年05月11日 18时,佛山市,华材职中,1372A,0.5,0.5,23.0478,113.1083,各类人群可正常活动,15,23,129,—,139,139,44,38,18,17,2,2,44,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,440600,2024-05-11T1800,2024年05月11日 18时,佛山市,南海气象局,1373A,0.6,0.6,23.0453,113.144,各类人群可正常活动,19,23,127,—,136,136,47,39,22,18,8,8,47,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,440600,2024-05-11T1800,2024年05月11日 18时,佛山市,顺德苏岗,1374A,0.7,0.7,22.8094,113.2881,各类人群可正常活动,17,24,93,—,117,117,40,36,17,16,5,5,40,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,440600,2024-05-11T1800,2024年05月11日 18时,佛山市,高明孔堂,1376A,0.6,0.5,22.8678,112.8383,各类人群可正常活动,10,17,100,—,107,107,27,35,19,18,6,6,32,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,440600,2024-05-11T1800,2024年05月11日 18时,佛山市,三水监测站,1377A,0.6,0.6,23.1588,112.8836,极少数异常敏感人群应减少户外活动,36,38,124,—,134,134,51,40,24,20,6,6,51,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
19,440600,2024-05-11T1800,2024年05月11日 18时,佛山市,三水云东海,1378A,0.5,0.6,23.185,112.867,各类人群可正常活动,24,32,140,—,148,148,37,37,22,20,4,4,44,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
19,440600,2024-05-11T1800,2024年05月11日 18时,佛山市,容桂街道办,3625A,0.4,0.4,22.7642,113.2544,各类人群可正常活动,17,25,84,—,110,110,29,35,9,13,4,4,29,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
13,350100,2024-05-11T1800,2024年05月11日 18时,福州市,鼓山,1280A,—,—,26.0543,119.3903,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
13,350100,2024-05-11T1800,2024年05月11日 18时,福州市,师大,1282A,0.6,0.4,26.0504,119.2681,极少数异常敏感人群应减少户外活动,15,12,174,—,162,162,68,44,38,17,6,4,68,1,1,2,3,2,2,1,臭氧1小时,良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
13,350100,2024-05-11T1800,2024年05月11日 18时,福州市,五四北路,1283A,0.7,0.5,26.1028,119.2984,极少数异常敏感人群应减少户外活动,20,16,184,—,160,160,80,42,38,17,6,4,80,1,1,2,3,2,2,1,臭氧1小时,良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
13,350100,2024-05-11T1800,2024年05月11日 18时,福州市,杨桥西路,1284A,0.5,0.4,26.0768,119.2648,极少数异常敏感人群应减少户外活动,19,17,178,—,162,162,80,44,44,18,5,4,73,1,1,2,3,2,2,1,臭氧1小时,良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
13,350100,2024-05-11T1800,2024年05月11日 18时,福州市,紫阳,1285A,0.5,0.3,26.0746,119.317,极少数异常敏感人群应减少户外活动,16,14,170,—,155,155,70,44,39,17,6,4,63,1,1,2,3,2,2,1,臭氧1小时,良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
13,350100,2024-05-11T1800,2024年05月11日 18时,福州市,九龙,3048A,0.5,0.4,26.0936,119.5799,各类人群可正常活动,10,14,131,—,136,136,45,32,17,15,6,6,45,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
13,350100,2024-05-11T1800,2024年05月11日 18时,福州市,吴航,3526A,0.6,0.5,25.9664,119.5189,极少数异常敏感人群应减少户外活动,10,15,179,—,152,152,58,39,24,17,6,5,74,1,1,2,3,2,1,1,臭氧1小时,良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210400,2024-05-11T1800,2024年05月11日 18时,抚顺市,望花区,1755A,0.3,0.6,41.8491,123.7977,极少数异常敏感人群应减少户外活动,16,13,73,—,101,98,149,108,30,26,3,6,100,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210400,2024-05-11T1800,2024年05月11日 18时,抚顺市,顺城区,1756A,0.3,0.4,41.8822,123.9161,极少数异常敏感人群应减少户外活动,16,12,76,—,104,102,119,97,18,19,6,7,85,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210400,2024-05-11T1800,2024年05月11日 18时,抚顺市,东洲区,1757A,0.2,0.3,41.8611,124.0436,极少数异常敏感人群应减少户外活动,15,9,72,—,101,98,95,91,24,26,4,5,73,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210400,2024-05-11T1800,2024年05月11日 18时,抚顺市,新抚区,1758A,0.3,0.4,41.8642,123.9247,极少数异常敏感人群应减少户外活动,17,10,70,—,99,96,94,103,18,23,5,6,72,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210400,2024-05-11T1800,2024年05月11日 18时,抚顺市,大伙房水库,1759A,0.1,0.1,41.8961,124.0972,极少数异常敏感人群应减少户外活动,12,6,77,—,110,108,92,98,16,20,6,7,71,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
6,210400,2024-05-11T1800,2024年05月11日 18时,抚顺市,沈抚新城,1760A,0.2,0.3,41.8391,123.7086,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,8,8,76,—,97,96,172,128,22,26,4,5,111,1,1,1,1,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
14,361000,2024-05-11T1800,2024年05月11日 18时,抚州市,桐源党溪,2376A,0.8,0.7,28.0814,116.2127,极少数异常敏感人群应减少户外活动,16,8,60,—,82,75,54,49,35,29,5,5,52,1,1,1,1,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
14,361000,2024-05-11T1800,2024年05月11日 18时,抚州市,市站,2377A,1.0,0.9,27.9831,116.3544,各类人群可正常活动,12,13,91,—,96,96,40,47,27,30,20,6,40,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
14,361000,2024-05-11T1800,2024年05月11日 18时,抚州市,血防站,2378A,0.9,0.8,27.963,116.3565,各类人群可正常活动,12,14,86,—,92,92,48,46,25,28,22,4,48,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
14,361000,2024-05-11T1800,2024年05月11日 18时,抚州市,采茶剧团,2379A,1.0,0.9,28.0007,116.3564,各类人群可正常活动,9,13,86,—,89,89,44,46,22,29,16,5,44,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
14,361000,2024-05-11T1800,2024年05月11日 18时,抚州市,医学分院,2380A,1.0,1,27.9647,116.385,各类人群可正常活动,13,15,84,—,90,90,42,49,25,25,13,6,42,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
6,210900,2024-05-11T1800,2024年05月11日 18时,阜新市,工业园区,2207A,0.5,0.5,41.998,121.6094,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,11,9,84,—,89,87,214,140,35,25,5,6,132,1,1,1,1,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
6,210900,2024-05-11T1800,2024年05月11日 18时,阜新市,长青街,2208A,0.4,0.4,42.0279,121.6697,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,11,11,86,—,89,87,169,118,72,28,4,6,110,1,1,1,1,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
6,210900,2024-05-11T1800,2024年05月11日 18时,阜新市,农业园区,2209A,0.4,0.4,42.0705,121.6673,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,5,5,83,—,85,83,197,154,17,20,5,5,124,1,1,1,1,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
6,210900,2024-05-11T1800,2024年05月11日 18时,阜新市,东苑,2210A,0.4,0.5,42.0224,121.6717,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,10,11,82,—,85,84,206,141,22,22,4,6,128,1,1,1,1,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
6,210900,2024-05-11T1800,2024年05月11日 18时,阜新市,玉龙新城,2211A,0.3,0.6,42.0498,121.6506,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,9,8,82,—,85,83,194,125,10,12,6,6,122,1,1,1,1,3,1,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
12,341200,2024-05-11T1800,2024年05月11日 18时,阜阳市,市监测站,2301A,0.3,0.6,32.8929,115.8277,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,12,12,128,—,106,106,212,85,74,43,7,8,131,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
12,341200,2024-05-11T1800,2024年05月11日 18时,阜阳市,开发区,2303A,0.3,0.5,32.8605,115.8554,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,9,9,126,—,105,105,276,98,51,34,5,7,163,1,1,1,2,4,2,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
12,341200,2024-05-11T1800,2024年05月11日 18时,阜阳市,阜阳职业技术学院,2875A,0.2,0.4,32.8892,115.784,儿童、老年人及心脏病、呼吸系统疾病患者避免长时间、高强度的户外锻练，一般人群适量减少户外运动,9,11,131,—,111,111,281,102,75,37,6,6,166,1,1,1,2,4,2,1,颗粒物(PM10),中度污染,进一步加剧易感人群症状，可能对健康人群心脏、呼吸系统有影响,1,False,—,—,—,—
12,341200,2024-05-11T1800,2024年05月11日 18时,阜阳市,市规划展馆,3468A,0.3,0.5,32.8613,115.7901,儿童、老年人和病人应当留在室内，避免体力消耗，一般人群应避免户外活动,7,10,132,—,110,110,545,109,48,37,5,6,445,1,1,1,2,6,2,1,颗粒物(PM10),严重污染,健康人群运动耐受力降低，有明显强烈症状，提前出现某些疾病,1,False,—,—,—,—
12,341200,2024-05-11T1800,2024年05月11日 18时,阜阳市,枣园社区,3469A,0.2,0.5,32.9183,115.836,儿童、老年人及心脏病、呼吸系统疾病患者应减少长时间、高强度的户外锻炼,10,11,125,—,105,105,217,86,43,37,6,7,134,1,1,1,2,3,2,1,颗粒物(PM10),轻度污染,易感人群症状有轻度加剧，健康人群出现刺激症状,1,False,—,—,—,—
28,623000,2024-05-11T1800,2024年05月11日 18时,甘南藏族自治州,州政府,2669A,0.6,0.5,34.9841,102.9099,各类人群可正常活动,4,6,104,—,106,106,46,29,21,16,7,6,46,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
28,623000,2024-05-11T1800,2024年05月11日 18时,甘南藏族自治州,甘肃民族师范学院,3380A,0.7,0.6,34.9617,102.8914,各类人群可正常活动,6,8,102,—,108,108,44,29,20,14,19,9,44,1,1,1,2,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,513300,2024-05-11T1800,2024年05月11日 18时,甘孜藏族自治州,水桥子,2570A,0.4,0.3,30.0475,101.9603,各类人群可正常活动,22,9,76,—,95,91,9,8,3,5,2,2,24,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
23,513300,2024-05-11T1800,2024年05月11日 18时,甘孜藏族自治州,州环保局,3065A,0.3,0.3,29.9972,101.9533,各类人群可正常活动,19,16,85,—,92,92,16,9,2,6,1,1,27,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
14,369900,2024-05-11T1800,2024年05月11日 18时,赣江新区,桑海产业园,3414A,0.6,0.7,28.932,115.8347,各类人群可正常活动,10,38,100,—,81,81,31,63,25,33,8,9,36,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
14,360700,2024-05-11T1800,2024年05月11日 18时,赣州市,通天岩,2362A,—,—,25.9149,114.9017,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
14,360700,2024-05-11T1800,2024年05月11日 18时,赣州市,地委,2363A,0.4,0.4,25.8664,114.9367,各类人群可正常活动,9,12,82,—,107,88,26,36,13,23,11,13,26,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
14,360700,2024-05-11T1800,2024年05月11日 18时,赣州市,气象台,2364A,0.4,0.4,25.8481,114.9461,各类人群可正常活动,2,6,80,—,110,88,22,33,11,20,8,9,25,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
14,360700,2024-05-11T1800,2024年05月11日 18时,赣州市,市图书馆,2365A,0.8,0.9,25.8333,114.9322,各类人群可正常活动,11,9,70,—,102,78,29,33,12,19,4,7,29,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
14,360700,2024-05-11T1800,2024年05月11日 18时,赣州市,华坚鞋城,2366A,0.5,0.5,25.8471,114.8905,各类人群可正常活动,7,10,82,—,104,87,27,41,11,21,8,11,27,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
14,360700,2024-05-11T1800,2024年05月11日 18时,赣州市,赣县区卫计委,3109A,0.4,0.5,25.8613,115.0093,各类人群可正常活动,10,14,73,—,89,85,31,40,17,24,5,10,31,1,1,1,1,1,1,1,—,优,空气质量令人满意，基本无空气污染,1,False,—,—,—,—
30,640400,2024-05-11T1800,2024年05月11日 18时,固原市,马园,2683A,0.4,0.4,36.1417,106.2319,极少数异常敏感人群应减少户外活动,10,18,127,—,120,120,72,95,15,26,5,5,61,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
30,640400,2024-05-11T1800,2024年05月11日 18时,固原市,监测站,2684A,0.2,0.3,36.0022,106.2792,极少数异常敏感人群应减少户外活动,7,13,130,—,120,120,61,101,14,27,3,3,56,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
30,640400,2024-05-11T1800,2024年05月11日 18时,固原市,新区,2685A,0.1,0.2,36.0211,106.2375,极少数异常敏感人群应减少户外活动,6,15,130,—,123,123,70,108,19,27,3,3,60,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
30,640400,2024-05-11T1800,2024年05月11日 18时,固原市,原州区十五小,3522A,0.1,0.1,35.9959,106.2177,极少数异常敏感人群应减少户外活动,5,11,134,—,124,124,76,120,31,42,4,5,63,1,1,1,2,2,1,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
23,511600,2024-05-11T1800,2024年05月11日 18时,广安市,小平旧居,2543A,—,—,30.5278,106.6308,—,—,—,—,—,—,—,—,—,—,—,—,—,—,0,0,0,0,0,0,0,—,—,—,1,False,—,—,—,—
23,511600,2024-05-11T1800,2024年05月11日 18时,广安市,市委,2544A,0.7,0.7,30.4576,106.6303,极少数异常敏感人群应减少户外活动,36,12,54,—,64,64,98,38,37,22,6,6,74,1,1,1,1,2,2,1,颗粒物(PM10),良,空气质量可接受，但某些污染物可能对极少数异常敏感人群健康有较弱影响,1,False,—,—,—,—
